Name, Author, Download Url, Attribution Url, License Type
Australiaflag.jpg, Etereuti, https://pixabay.com/en/australia-oceania-national-flag-1157502/, n/a, CC0
Indiaflag.png, paulbr, https://pixabay.com/en/india-flag-country-background-3096740/, n/a, CC0
Chinaflag.png, kevin93sqs, https://pixabay.com/en/china-five-star-flag-2306580/, n/a, CC0
UKflag.png, deMysticWay, https://pixabay.com/en/england-flag-red-blue-white-2906827/, n/a, CC0
Canadaflag.png, deMysticWay, https://pixabay.com/en/canada-flag-maple-leaf-red-white-2906822/, n/a, CC0
TajMahal.jpg, Glavo, https://pixabay.com/en/taj-mahal-architecture-minaret-3212516/, n/a, CC0
GreatPyramid.jpg, Cezzare, https://pixabay.com/en/egypt-pyramids-egyptian-ancient-2267089/, n/a, CC0
Christ.jpg, danilarrifotografia0, https://pixabay.com/en/christ-christ-the-redeemer-942048/, n/a, CC0
Brazil.png, JoeBamz, https://pixabay.com/en/brazil-flag-brazil-flags-3001462/, n/a, CC0
Egypt.jpg, Mediengestalter, https://pixabay.com/en/egypt-flag-land-coat-of-arms-858241/, n/a, CC0
Colosseum.jpg, maiterozas, https://pixabay.com/en/colosseum-rome-architecture-italy-3012088/, n/a, CC0
Italy.png, OpenClipart-Vectors, https://pixabay.com/en/italy-flag-national-flag-nation-162326/, n/a, CC0
GreatWallOfChina.jpg, perfectfitsolutions, https://pixabay.com/en/great-wall-of-china-china-2030311/, n/a, CC0
StatueOfLiberty.jpg, stinne24, https://pixabay.com/en/queen-of-liberty-statue-of-liberty-202218/, n/a, CC0
MahatmaGandhi.jpg, WikiImages, https://pixabay.com/en/pacifist-mahatma-gandhi-71445/, n/a, CC0
AbrahamLincoln.png, OpenClipart-Vectors, https://pixabay.com/en/abraham-lincoln-america-american-2027149/, n/a, CC0
NelsonMandela.png, OpenClipart-Vectors, https://pixabay.com/en/politician-nelson-rolihlahla-mandela-150383/, n/a, CC0
SouthAfrica.png, tarcisioefbarbosa0 , https://pixabay.com/en/south-africa-flag-nationality-518636/, n/a, CC0
CheGuevara.png, OpenClipart-Vectors,https://pixabay.com/en/che-communist-cuba-cuban-famous-1299268/, n/a, CC0
Argentina.png, OpenClipart-Vectors, https://pixabay.com/en/argentina-flag-national-flag-nation-162229/, n/a, CC0
AdolfHitler.png, OpenClipart-Vectors, https://pixabay.com/en/adolf-hitler-caricature-man-person-147179/, n/a, CC0
Germany.png, sulox32, https://pixabay.com/en/germany-flag-germany-flag-2888541/, n/a, CC0
QueenVictoria.jpg, 12019, https://pixabay.com/en/franz-winterhalter-portrait-painting-92248/, n/a, CC0
Jesus.jpg, Didgeman, https://pixabay.com/en/christ-jesus-religion-mosaic-898330/, n/a, CC0
Ganesh.jpg, alanbatt, https://pixabay.com/en/hindu-malaysia-asia-temple-2628776/, n/a, CC0
HinduPriest.jpg, Free-Photos, https://pixabay.com/en/man-hinduism-hindu-person-culture-1245666/, n/a, CC0
Cross.jpg, DetBe, https://pixabay.com/en/cross-religion-deity-spirituality-3370000/, n/a, CC0
JewPeople.jpg, dyskfirmowy0, https://pixabay.com/en/jew-people-the-tomb-of-death-704395/, n/a, CC0
SikhBoy.jpg, Jeevan, https://pixabay.com/en/sikh-religion-sikhism-punjab-holy-658521/, n/a, CC0
SikhismSymbol.png, Clker-Free-Vector-Images, https://pixabay.com/en/sikhism-logo-insignia-symbol-40414/, n/a, CC0
JewismSymbol.png, Tatutati, https://pixabay.com/en/star-of-david-star-david-religion-2981250/, n/a, CC0
IslamicSymbol.png, mohamed_hassan, https://pixabay.com/en/islamic-ramadan-ramadan-kareem-3354802/, n/a, CC0
Ramdan.jpg, lawuhsuket,https://pixabay.com/en/gorgeous-indonesian-hijab-women-3290374/, n/a, CC0
Monks.jpg, ChhoukNet, https://pixabay.com/en/outdoors-people-monk-travel-3356815/, n/a, CC0
Buddha.jpg, Vicky7777, https://pixabay.com/en/buddha-zen-meditation-statue-face-3386991/, n/a, CC0
BuddhismSymbol.png, GDJ, https://pixabay.com/en/buddha-buddhism-flower-line-art-1817647/, n/a, CC0
Om.png, GDJ, https://pixabay.com/en/om-buddhism-devanagari-hinduism-3312546/, n/a, CC0
applause.mp3, www.freesoundeffects.com, https://www.freesoundeffects.com/free-sounds/applause-10033/, n/a, CC0
Jump-SoundBible.com-1007297584.mp3,snottyboy,http://soundbible.com/1343-Jump.html, Attribution 3.0,CC0
